|title|id|Action|Casual|Indie|Simulation|Strategy|Free to Play|RPG|Sports|Adventure|Racing|Early Access|Massively Multiplayer|Animation &amp; Modeling|Video Production|Utilities|Web Publishing|Education|Software Training|Design &amp; Illustration|Audio Production|Photo Editing|Accounting
90451|The Whispered World Special Edition|268540.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90452|Back To Life 2|299100.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90453|Descent: FreeSpace – The Great War|273600.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90454|Rise of Prussia Gold|292760.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90455|Blade Symphony|225600.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90456|Democracy 3: Extremism|291900.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90457|Fantasy Grounds - PFRPG Basic Paths: Fangs from the Past|299140.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90458|Fistful of Frags|265630.0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90459|Coldfire Keep|296530.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90460|Ground Pounders - High Rez Pack|301060.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90461|Lili: Child of Geos - Complete Edition|266490.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90462|Fantasy Grounds|252690.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90463|Chronology|269330.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90464|Coma: Mortuary|293320.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90465|The Last Tinker™: City of Colors|260160.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90466|Wildlife Park 3|287200.0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90467|Fantasy Grounds - C&amp;C Castle Keeper's Guide|299300.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90468|Gas Guzzlers Extreme: Full Metal Frenzy|277820.0|1|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90469|Deadly Sin 2|285420.0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90470|World of Subways 3 – London Underground Circle Line|283620.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90471|Fantasy Grounds - 3.5E/PFRPG: A00: Crow's Rest Island|301240.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90472|Rocksmith® 2014 – Mastodon - “Oblivion”|294910.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90473|Rocksmith® 2014 – Mastodon - “Black Tongue”|294909.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90474|Organic Panic|282740.0|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
90475|Rocksmith® 2014 – Mastodon Song Pack|294912.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90476|Train Simulator: Munich - Garmisch-Partenkirchen Route Add-On|258652.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90477|Rocksmith® 2014 – Mastodon - “Colony Of Birchmen”|294911.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90478|Awesomenauts - Giga Sentorii Skin|256505.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90479|Hegemony Rome: The Rise of Caesar|227060.0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90480|DreadOut|269790.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90481|Nightmares from the Deep 2: The Siren`s Call|284790.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90482|Sudokuball Detective|288690.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90483|DreadOut Soundtrack &amp; Manga DLC|298680.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90484|BattleBlock Theater®|238460.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90485|Rhiannon: Curse of the Four Branches|298140.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90486|Fearless Fantasy|282100.0|1|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90487|Qbeh-1: The Atlas Cube|252550.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90488|Orc Attack: Flatulent Rebellion|268520.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90489|Men of War: Assault Squad 2|244450.0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90490|Vault Cracker|299170.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90491|Millionaire Manor|299180.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90492|Putt-Putt® and Fatty Bear's Activity Pack|294720.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90493|Putt-Putt® Travels Through Time|294670.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90494|Graviteam Tactics: Volokonovka 1942|296450.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90495|Agarest Zero - DLC Bundle #2|281601.0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90496|Monster Challenge Circus|300910.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90497|"Spy Fox 3 ""Operation Ozone"""|292260.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90498|Pajama Sam 3: You Are What You Eat From Your Head To Your Feet|292800.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90499|Freddi Fish 3: The Case of the Stolen Conch Shell|294540.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90500|Frederic: Resurrection of Music|301190.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90501|Them - The Summoning|300510.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90502|The Treasures of Montezuma 4|301150.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90503|Shiny The Firefly|277510.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90504|Men of War: Assault Squad 2 - Deluxe Edition upgrade|271850.0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90505|Rage Runner|279520.0|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90506|Flower Shop: Summer In Fairbrook|290990.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90507|Dark Scavenger|293880.0|0|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90508|Pretentious Game|279540.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90509|Transistor: Original Soundtrack|299240.0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90510|QUALIA 3: Multi Agent Soundtrack|297150.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90511|Toribash|248570.0|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90512|Legionwood 2: Rise of the Eternal's Realm - Director's Cut|290460.0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90513|Sweet Lily Dreams|300540.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90514|DRAKERZ-Confrontation|266030.0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90515|DRAKERZ-Confrontation : 12 virtual BOOSTERS|294310.0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90516|DRAKERZ-Confrontation : 36 virtual BOOSTERS|294311.0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90517|DRAKERZ-Confrontation : virtual STARTER pack FURKHAN + OGAM|292721.0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90518|Paradigm Shift|299820.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90519|Retro Game Crunch|290040.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90520|Europa Universalis IV: Anthology of Alternate History|295220.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90521|Crusader Kings II: Persian Portraits|292981.0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90522|DRAKERZ-Confrontation : virtual STARTER pack MELEON + KWARTZ|292722.0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90523|Crusader Kings II: Persian Unit Pack|292980.0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90524|Space Hulk - Harbinger of Torment Campaign|274431.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90525|Euro Truck Simulator 2 - Metallic Paint Jobs Pack|297790.0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90526|I Am Vegend - Zombiegeddon|302460.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90527|Perimeter: Emperor's Testament|289240.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90528|White Noise Online|293860.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90529|A.I.M.2 Clan Wars|289180.0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90530|Killer is Dead - Nightmare Edition|261110.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90531|Tropico 5|245620.0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90532|GAUGE|272990.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90533|Numba Deluxe|301700.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90534|Fantasy Grounds - Creature Collection 4E - Heroic 1 Token Pack|303332.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90535|Fantasy Grounds - Basic Roleplaying (BRP) Ruleset|303331.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90536|Frederic: Evil Strikes Back|301200.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90537|Frederic: Resurrection of Music Demo|303630.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90538|Cobi Treasure Deluxe|301690.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90539|Fantasy Grounds - Ultimate Upgrade|300870.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90540|Showtime!|285050.0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90541|Fantasy Grounds - Rolemaster Classic Ruleset|303330.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90542|PAYDAY 2: The Shadow Raid Heist|267382.0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90543|Dracula 4 and  5 - Special Steam Edition|279560.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90544|Europa Universalis IV: Wealth of Nations E-book|304590.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90545|Europa Universalis IV: Trade Nations Unit Pack|279622.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90546|Expansion - Europa Universalis IV: Wealth of Nations|279620.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90547|Europa Universalis IV: Muslim Ships Unit Pack|279621.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90548|Arma 3 DLC Bundle 1|304400.0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90549|RPG Maker VX Ace - Royal Tiles Resource Pack|291473.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0
90550|Arma 3 Karts|288520.0|1|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90551|Anomaly Defenders|294750.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90552|CAPSULE|303940.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90553|Where is my Heart?|244950.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90554|Euro Truck Simulator 2 - Flip Paint Designs|301180.0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90555|Strata|286380.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90556|HTR+ Slot Car Simulation|288650.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90557|Putt-Putt® Joins the Circus|294690.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90558|Spirited Heart Deluxe|293920.0|0|1|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90559|Agarest Zero - DLC Bundle #3|281602.0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90560|El Starter Pack 2.0|304490.0|1|1|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90561|El Adventurer Pack 2.0|304491.0|1|1|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90562|Defense Zone 2|295630.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90563|GearCity|285110.0|0|0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
90564|The Forest|242760.0|1|0|1|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
90565|Battle Mages|302470.0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90566|State of Decay - Lifeline|259041.0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90567|The Fall|290770.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90568|SPORT1 Live : Duel|301250.0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90569|Kill Fun Yeah|301360.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90570|The Campaign Series: Fall Weiss|283020.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90571|Dysan the Shapeshifter|303410.0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90572|EPOCH|270510.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90573|Eador. Masters of the Broken World - Allied Forces|303730.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90574|Enigmatis 2: The Mists of Ravenwood|284770.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90575|The Happy Hereafter|306200.0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90576|300 Dwarves|301730.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90577|Richard &amp; Alice|279260.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90578|Galactic Arms Race|249610.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90579|Nether: Resurrected|247730.0|1|0|1|1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
90580|Kill The Bad Guy|293940.0|1|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90581|BIT.TRIP FLUX|205090.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90582|BIT.TRIP FLUX Soundtrack|205093.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90583|Ludwig|263120.0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90584|Lifeless Planet Premier Edition|261530.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90585|Electronic Super Joy: Groove City|301460.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90586|Railroad X|251020.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90587|Dead Bits (Soundtrack)|306160.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90588|US Diesel Locomotives - Set 1|267680.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90589|US Diesel Locomotives - Set 2|275170.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90590|Magicite|268750.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90591|Modelset 1 - Railstation, Houses, Barn|275171.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90592|Shadows on the Vatican Act I: Greed|286360.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90593|Castle: Never Judge a Book by its Cover|301740.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90594|Rocksmith® 2014 – Bill Withers - “Ain’t No Sunshine”|294929.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90595|Rocksmith® 2014 – Roy Buchanan - “Sweet Dreams”|294930.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90596|Munin|281750.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90597|Rocksmith® 2014 – James Gang - “Funk #49”|294931.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90598|Echo of the Wilds|305780.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90599|Reversion - The Escape (1st Chapter)|270570.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90600|Enemy Front|256190.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90601|Smooth Operators|262900.0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90602|Infinite Game Works Episode 0|302290.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90603|Spy Chameleon - RGB Agent|297490.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90604|Faery - Legends of Avalon|303790.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90605|A Wizard's Lizard|280040.0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90606|DubWars Demo|309890.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90607|Bot Colony|263040.0|0|1|1|1|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
90608|Xenonauts|223830.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90609|Stick RPG 2: Director's Cut|307640.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90610|Fancy Skulls|307090.0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
90611|Canyon Capers - Rio Fever|307390.0|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90612|XenoRaptor|298280.0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
90613|Black Mirror I|292930.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90614|Rush for Glory|303470.0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90615|PAYDAY 2: The Big Bank Heist|306690.0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90616|Cities in Motion 2: Players Choice Vehicle Pack|306170.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90617|Rocksmith® 2014 – Godsmack - “Awake”|294934.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90618|Rocksmith® 2014 – Godsmack - “I Stand Alone”|294936.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90619|Rocksmith® 2014 – Godsmack - “Cryin’ Like a Bitch”|294935.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90620|Rocksmith® 2014 – Godsmack - “Love-Hate-Sex-Pain”|294937.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90621|Heroes Rise: The Prodigy Demo|305450.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90622|Heroes Rise: The Hero Project|304290.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90623|Fantasy Grounds - 3.5E/PFRPG 1 on 1 Adventure #3 The Forbidden Hills|308140.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90624|Beyond Space Remastered Edition|297100.0|1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
90625|The Few|300320.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90626|Heroes Rise: The Hero Project Demo|305440.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90627|GP20 Burlington Northern Add-on Livery|222570.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90628|Pro Cycling Manager 2014|255260.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90629|Call of Duty®: Ghosts - Bling Pack|295430.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90630|Call of Duty®: Ghosts - Astronaut Special Character|295437.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90631|Call of Duty®: Ghosts - Spectrum Pack|295436.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90632|Call of Duty®: Ghosts - Heavy Metal Pack|295434.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90633|Call of Duty®: Ghosts - Koi Pack|295433.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90634|Call of Duty®: Ghosts - Fitness Pack|295432.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90635|Call of Duty®: Ghosts - Extinction Pack|295431.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90636|"""Precisely Calibrated Stringstick"" Bow"|308162.0|1|0|1|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
90637|Call of Duty®: Ghosts - Unicorn Pack|295435.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90638|"""Unstable Anomaly"" Sword"|308161.0|1|0|1|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
90639|"""Toy Knife"" Dagger"|308160.0|1|0|1|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
90640|"""Lethargic Sentience"" Wand"|308164.0|1|0|1|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
90641|"""Barely Attuned Magic Thingy"" Staff"|308163.0|1|0|1|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
90642|RIFT: Upgrade Bundle Pack|310260.0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
90643|RIFT: Glory of the Ascended Pack|310280.0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
90644|RIFT: Classic Collector’s Pack|310240.0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
90645|RIFT: Laethys' Fortune Pack|310300.0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
90646|MotoGP™14|256390.0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90647|MotoGP™14 Laguna Seca Red Bull US Grand Prix|297960.0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
90648|The Banner Saga - Mod Content|306850.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90649|Company of Heroes 2 - The Western Front Armies|260309.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90650|ZAMB! Biomutant Extermination|284580.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90651|CoH 2 - The Western Front Armies: US Forces|287370.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90652|GRID Autosport - High Res Texture Pack|295100.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
